"","week","season","Team","Opponent","home_or_away","id","Team_conference","Team_division","Opponent_conference","Opponent_division","Team_points","Opponent_points","Bovada_over_under","DraftKings_over_under","William Hill (New Jersey)_over_under","ESPN Bet_over_under","Team_Last_Week_time_of_poss_total","Team_Last_Week_pass_comps","Team_Last_Week_pass_atts","Team_Last_Week_net_pass_yds","Team_Last_Week_pass_TDs","Team_Last_Week_interceptions","Team_Last_Week_rush_atts","Team_Last_Week_rush_yds","Team_Last_Week_rush_TDs","Team_Last_Week_total_yds","Team_Last_Week_fumbles_lost","Team_Last_Week_turnovers","Team_Last_Week_first_downs","Team_Last_Week_third_downs","Team_Last_Week_third_down_convs","Team_Last_Week_fourth_down_convs","Team_Last_Week_fourth_downs","Team_Last_Week_penalties","Team_Last_Week_penalty_yds","Team_szn_Average_time_of_poss_total","Team_szn_Average_pass_comps","Team_szn_Average_pass_atts","Team_szn_Average_net_pass_yds","Team_szn_Average_pass_TDs","Team_szn_Average_interceptions","Team_szn_Average_rush_atts","Team_szn_Average_rush_yds","Team_szn_Average_rush_TDs","Team_szn_Average_total_yds","Team_szn_Average_fumbles_lost","Team_szn_Average_turnovers","Team_szn_Average_first_downs","Team_szn_Average_third_downs","Team_szn_Average_third_down_convs","Team_szn_Average_fourth_down_convs","Team_szn_Average_fourth_downs","Team_szn_Average_penalties","Team_szn_Average_penalty_yds","Bovada_Bias","DraftKings_Bias","William_Hill_Bias","ESPN_Bias","Avergae_Bias","Team_Last_Week_Points","Team_Last_Week_Bias"
"750",3,2023,"Mississippi State","LSU","Home",401520235,"SEC","fbs","SEC","fbs",14,41,"54.0",NA,"54",NA,1658,13,17,162,3,0,39,145,1,307,1,1,16,11,3,1,2,9,90,1760,16.5,23,194.5,2.5,0,39,221.5,2,416,0.5,0.5,19.5,11,4,1,2,5,52.5,1,NA,1,NA,1,31,-5
"751",4,2023,"Mississippi State","South Carolina","Away",401520267,"SEC","fbs","SEC","fbs",30,37,"47.0","47","46.5",NA,1281,12,29,107,1,0,21,94,1,201,0,0,10,13,3,2,3,4,41,1600.33333333333,15,25,165.333333333333,2,0,33,179,1.66666666666667,344.333333333333,0.333333333333333,0.333333333333333,16.3333333333333,11.6666666666667,3.66666666666667,1.33333333333333,2.33333333333333,4.66666666666667,48.6666666666667,20,20,20.5,NA,20.1666666666667,14,1
"752",5,2023,"Mississippi State","Alabama","Home",401520285,"SEC","fbs","SEC","fbs",17,40,"46.5","47","45",NA,1698,30,48,487,1,1,23,32,2,519,1,2,20,14,5,2,3,5,48,1624.75,18.75,30.75,245.75,1.75,0.25,30.5,142.25,1.75,388,0.5,0.75,17.25,12.25,4,1.5,2.5,4.75,48.5,10.5,10,12,NA,10.8333333333333,30,20.1666666666667
"753",6,2023,"Mississippi State","Western Michigan","Home",401520304,"SEC","fbs","Mid-American","fbs",41,28,"55.0","56.5","54.5",NA,1790,15,27,107,1,3,35,154,1,261,0,3,15,13,5,0,3,3,15,1657.8,18,30,218,1.6,0.8,31.4,144.6,1.6,362.6,0.4,1.2,16.8,12.4,4.2,1.2,2.6,4.4,41.8,14,12.5,14.5,NA,13.6666666666667,17,10.8333333333333
"754",8,2023,"Mississippi State","Arkansas","Away",401520334,"SEC","fbs","SEC","fbs",7,3,"45.5","46.5","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1693.83333333333,18.8333333333333,30.3333333333333,222.666666666667,1.83333333333333,0.666666666666667,31.6666666666667,152.833333333333,1.66666666666667,375.5,0.5,1.16666666666667,18.1666666666667,12.5,4.5,1,2.16666666666667,4.66666666666667,45.6666666666667,-35.5,-36.5,-36,NA,-36,41,13.6666666666667
"755",9,2023,"Mississippi State","Auburn","Away",401520350,"SEC","fbs","SEC","fbs",13,27,"40.0","41.5","40",NA,1715,8,12,85,1,1,36,120,0,205,0,1,10,10,1,0,0,8,49,1696.85714285714,17.2857142857143,27.7142857142857,203,1.71428571428571,0.714285714285714,32.2857142857143,148.142857142857,1.42857142857143,351.142857142857,0.428571428571429,1.14285714285714,17,12.1428571428571,4,0.857142857142857,1.85714285714286,5.14285714285714,46.1428571428571,0,-1.5,0,NA,-0.5,7,-36
"756",10,2023,"Mississippi State","Kentucky","Home",401520371,"SEC","fbs","SEC","fbs",3,24,"44.5","46",NA,"44.5",1844,16,32,161,1,1,35,184,0,345,0,1,19,12,2,2,4,8,70,1715.25,17.125,28.25,197.75,1.625,0.75,32.625,152.625,1.25,350.375,0.375,1.125,17.25,12.125,3.75,1,2.125,5.5,49.125,-17.5,-19,NA,-17.5,-18,13,-0.5
"757",11,2023,"Mississippi State","Texas A&M","Away",401520397,"SEC","fbs","SEC","fbs",10,51,"40.5",NA,NA,"40.5",1762,17,35,145,0,1,31,73,0,218,0,1,15,17,6,1,3,9,68,1720.44444444444,17.1111111111111,29,191.888888888889,1.44444444444444,0.777777777777778,32.4444444444444,143.777777777778,1.11111111111111,335.666666666667,0.333333333333333,1.11111111111111,17,12.6666666666667,4,1,2.22222222222222,5.88888888888889,51.2222222222222,20.5,NA,NA,20.5,20.5,3,-18
"758",12,2023,"Mississippi State","Southern Miss","Home",401520412,"SEC","fbs","Sun Belt","fbs",41,20,"48.5","46.5",NA,"47.5",1776,10,21,104,0,3,36,133,0,237,1,4,12,13,3,0,1,12,100,1726,16.4,28.2,183.1,1.3,1,32.8,142.7,1,325.8,0.4,1.4,16.5,12.7,3.9,0.9,2.1,6.5,56.1,12.5,14.5,NA,13.5,13.5,10,20.5
"759",13,2023,"Mississippi State","Ole Miss","Home",401520424,"SEC","fbs","SEC","fbs",7,17,"55.0","56",NA,"54.5",1698,12,27,144,2,0,45,238,1,382,0,0,18,16,6,0,1,6,65,1723.45454545455,16,28.0909090909091,179.545454545455,1.36363636363636,0.909090909090909,33.9090909090909,151.363636363636,1,330.909090909091,0.363636363636364,1.27272727272727,16.6363636363636,13,4.09090909090909,0.818181818181818,2,6.45454545454545,56.9090909090909,-31,-32,NA,-30.5,-31.1666666666667,41,13.5
"760",2,2023,"Missouri","Middle Tennessee","Home",401520206,"SEC","fbs","Conference USA","fbs",23,19,"47.0","47.5","47.5",NA,1742,20,26,226,2,1,40,211,3,437,0,1,22,10,6,0,0,7,56,1742,20,26,226,2,1,40,211,3,437,0,1,22,10,6,0,0,7,56,-5,-5.5,-5.5,NA,-5.33333333333333,NA,NA
"761",3,2023,"Missouri","Kansas State","Home",401520236,"SEC","fbs","Big 12","fbs",30,27,"49.0",NA,"48",NA,1920,14,19,204,2,0,46,112,1,316,0,0,21,13,7,0,0,5,50,1831,17,22.5,215,2,0.5,43,161.5,2,376.5,0,0.5,21.5,11.5,6.5,0,0,6,53,8,NA,9,NA,8.5,23,-5.33333333333333
"762",4,2023,"Missouri","Memphis","Home",401520259,"SEC","fbs","American Athletic","fbs",34,27,"52.5","51.5","52",NA,1560,23,36,356,2,0,28,74,1,430,0,0,20,13,3,1,1,6,40,1740.66666666667,19,27,262,2,0.333333333333333,38,132.333333333333,1.66666666666667,394.333333333333,0,0.333333333333333,21,12,5.33333333333333,0.333333333333333,0.333333333333333,6,48.6666666666667,8.5,9.5,9,NA,9,30,8.5
"763",5,2023,"Missouri","Vanderbilt","Away",401520293,"SEC","fbs","SEC","fbs",38,21,"56.0","54.5","53.5",NA,1640,18,25,341,2,0,36,201,2,542,1,1,22,8,0,1,2,7,37,1715.5,18.75,26.5,281.75,2,0.25,37.5,149.5,1.75,431.25,0.25,0.5,21.25,11,4,0.5,0.75,6.25,45.75,3,4.5,5.5,NA,4.33333333333333,34,9
"764",6,2023,"Missouri","LSU","Home",401520305,"SEC","fbs","SEC","fbs",39,49,"63.5","65","63.5",NA,2158,33,41,395,4,0,34,137,1,532,1,1,28,12,6,0,1,9,75,1804,21.6,29.4,304.4,2.4,0.2,36.8,147,1.6,451.4,0.4,0.6,22.6,11.2,4.4,0.4,0.8,6.8,51.6,24.5,23,24.5,NA,24,38,4.33333333333333
"765",7,2023,"Missouri","Kentucky","Away",401520318,"SEC","fbs","SEC","fbs",38,21,"50.5","50.5","50.5",NA,1660,30,47,411,2,2,21,116,3,527,0,2,23,11,4,1,2,11,63,1780,23,32.3333333333333,322.166666666667,2.33333333333333,0.5,34.1666666666667,141.833333333333,1.83333333333333,464,0.333333333333333,0.833333333333333,22.6666666666667,11.1666666666667,4.33333333333333,0.5,1,7.5,53.5,8.5,8.5,8.5,NA,8.5,39,24
"766",8,2023,"Missouri","South Carolina","Home",401520341,"SEC","fbs","SEC","fbs",34,12,"57.5","58","57.5",NA,1867,20,30,206,2,1,38,118,2,324,0,1,19,14,6,1,1,6,65,1792.42857142857,22.5714285714286,32,305.571428571429,2.28571428571429,0.571428571428571,34.7142857142857,138.428571428571,1.85714285714286,444,0.285714285714286,0.857142857142857,22.1428571428571,11.5714285714286,4.57142857142857,0.571428571428571,1,7.28571428571429,55.1428571428571,-11.5,-12,-11.5,NA,-11.6666666666667,38,8.5
"767",10,2023,"Missouri","Georgia","Away",401520364,"SEC","fbs","SEC","fbs",21,30,"55.5","56.5",NA,"55.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1784.875,21.5,31,292.125,2.125,0.5,35.5,148.625,2,440.75,0.25,0.75,22.125,11.75,4.875,0.5,1,7.125,55.125,-4.5,-5.5,NA,-4.5,-4.83333333333333,34,-11.6666666666667
"768",11,2023,"Missouri","Tennessee","Home",401520391,"SEC","fbs","SEC","fbs",36,7,"59.0",NA,NA,"58.5",1542,14,30,212,1,2,34,151,1,363,0,2,21,13,5,1,1,8,49,1757.88888888889,20.6666666666667,30.8888888888889,283.222222222222,2,0.666666666666667,35.3333333333333,148.888888888889,1.88888888888889,432.111111111111,0.222222222222222,0.888888888888889,22,11.8888888888889,4.88888888888889,0.555555555555556,1,7.22222222222222,54.4444444444444,-16,NA,NA,-15.5,-15.75,21,-4.83333333333333
"769",12,2023,"Missouri","Florida","Home",401520413,"SEC","fbs","SEC","fbs",33,31,"55.0","59.5",NA,"56.5",2396,18,24,275,1,1,51,255,2,530,0,1,26,17,11,0,0,7,50,1821.7,20.4,30.2,282.4,1.9,0.7,36.9,159.5,1.9,441.9,0.2,0.9,22.4,12.4,5.5,0.5,0.9,7.2,54,9,4.5,NA,7.5,7,36,-15.75
"770",13,2023,"Missouri","Arkansas","Away",401520426,"SEC","fbs","SEC","fbs",48,14,"53.5",NA,NA,"53.5",1612,20,35,331,1,0,32,177,2,508,0,0,21,16,9,1,1,7,60,1802.63636363636,20.3636363636364,30.6363636363636,286.818181818182,1.81818181818182,0.636363636363636,36.4545454545455,161.090909090909,1.90909090909091,447.909090909091,0.181818181818182,0.818181818181818,22.2727272727273,12.7272727272727,5.81818181818182,0.545454545454545,0.909090909090909,7.18181818181818,54.5454545454545,8.5,NA,NA,8.5,8.5,33,7
"771",2,2023,"Morgan State","Akron","Away",401532399,"MEAC","fcs","Mid-American","fbs",21,24,NA,NA,"46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,-1,NA,NA
"772",2,2023,"Murray State","Louisville","Away",401525469,"MVFC","fcs","ACC","fbs",0,56,NA,NA,"55.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.5,NA,NA
"773",3,2023,"Murray State","Middle Tennessee","Away",401520234,"MVFC","fcs","Conference USA","fbs",14,35,NA,NA,"51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,-2,0,0.5
"774",2,2023,"NC State","Notre Dame","Home",401525436,"ACC","fbs","FBS Independents","fbs",24,45,"49.0","49.5","49.5",NA,2040,17,26,155,0,0,46,209,3,364,0,0,23,15,8,0,1,1,5,2040,17,26,155,0,0,46,209,3,364,0,0,23,15,8,0,1,1,5,20,19.5,19.5,NA,19.6666666666667,NA,NA
"775",3,2023,"NC State","VMI","Home",401525502,"ACC","fbs","Southern","fcs",45,7,NA,NA,"51",NA,1627,22,48,260,2,3,30,84,1,344,0,3,20,19,8,0,1,8,54,1833.5,19.5,37,207.5,1,1.5,38,146.5,2,354,0,1.5,21.5,17,8,0,1,4.5,29.5,NA,NA,1,NA,1,24,19.6666666666667
"776",4,2023,"NC State","Virginia","Away",401525505,"ACC","fbs","ACC","fbs",24,21,"47.0","48","47.5",NA,2343,27,32,264,1,0,45,234,3,498,0,0,26,14,10,1,1,6,61,2003.33333333333,22,35.3333333333333,226.333333333333,1,1,40.3333333333333,175.666666666667,2.33333333333333,402,0,1,23,16,8.66666666666667,0.333333333333333,1,5,40,-2,-3,-2.5,NA,-2.5,45,1
"777",5,2023,"NC State","Louisville","Home",401525512,"ACC","fbs","ACC","fbs",10,13,"55.5","55.5","56.5",NA,1646,15,31,180,2,1,36,139,1,319,0,1,21,14,6,0,0,7,62,1914,20.25,34.25,214.75,1.25,1,39.25,166.5,2,381.25,0,1,22.5,15.5,8,0.25,0.75,5.5,45.5,-32.5,-32.5,-33.5,NA,-32.8333333333333,24,-2.5
"778",6,2023,"NC State","Marshall","Home",401525521,"ACC","fbs","Sun Belt","fbs",48,41,"44.0","44.5","44",NA,1737,13,25,112,0,2,31,89,1,201,1,3,9,15,3,2,2,10,88,1878.6,18.8,32.4,194.2,1,1.2,37.6,151,1.8,345.2,0.2,1.4,19.8,15.4,7,0.6,1,6.4,54,45,44.5,45,NA,44.8333333333333,10,-32.8333333333333
"779",7,2023,"NC State","Duke","Away",401525523,"ACC","fbs","ACC","fbs",3,24,"42.5","44","42.5",NA,1636,17,32,265,4,3,34,136,2,401,0,3,16,12,3,0,0,6,55,1838.16666666667,18.5,32.3333333333333,206,1.5,1.5,37,148.5,1.83333333333333,354.5,0.166666666666667,1.66666666666667,19.1666666666667,14.8333333333333,6.33333333333333,0.5,0.833333333333333,6.33333333333333,54.1666666666667,-15.5,-17,-15.5,NA,-16,48,44.8333333333333
"780",9,2023,"NC State","Clemson","Home",401525534,"ACC","fbs","ACC","fbs",24,17,"44.5","44","44.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1892.14285714286,19.2857142857143,33.4285714285714,204.142857142857,1.28571428571429,1.42857142857143,36,143.285714285714,1.57142857142857,347.428571428571,0.142857142857143,1.57142857142857,19,14.8571428571429,6,0.571428571428571,1.28571428571429,7,58.8571428571429,-3.5,-3,-3.5,NA,-3.33333333333333,3,-16
"781",10,2023,"NC State","Miami","Home",401525544,"ACC","fbs","ACC","fbs",20,6,"44.0","44",NA,"44.5",1579,11,20,138,2,0,26,64,0,202,0,0,9,13,3,0,0,2,6,1853,18.25,31.75,195.875,1.375,1.25,34.75,133.375,1.375,329.25,0.125,1.375,17.75,14.625,5.625,0.5,1.125,6.375,52.25,-18,-18,NA,-18.5,-18.1666666666667,24,-3.33333333333333
"782",11,2023,"NC State","Wake Forest","Away",401525551,"ACC","fbs","ACC","fbs",26,6,"43.5",NA,NA,"42.5",1484,11,21,123,1,1,27,108,1,231,1,2,12,11,3,0,0,5,48,1812,17.4444444444444,30.5555555555556,187.777777777778,1.33333333333333,1.22222222222222,33.8888888888889,130.555555555556,1.33333333333333,318.333333333333,0.222222222222222,1.44444444444444,17.1111111111111,14.2222222222222,5.33333333333333,0.444444444444444,1,6.22222222222222,51.7777777777778,-11.5,NA,NA,-10.5,-11,20,-18.1666666666667
"783",12,2023,"NC State","Virginia Tech","Away",401525559,"ACC","fbs","ACC","fbs",35,28,"41.0","45.5",NA,"40.5",2416,12,17,111,1,0,50,268,2,379,1,1,19,14,5,3,3,2,10,1872.4,16.9,29.2,180.1,1.3,1.1,35.5,144.3,1.4,324.4,0.3,1.4,17.3,14.2,5.3,0.7,1.2,5.8,47.6,22,17.5,NA,22.5,20.6666666666667,26,-11
"784",13,2023,"NC State","North Carolina","Home",401525562,"ACC","fbs","ACC","fbs",39,20,"56.0","55",NA,NA,2437,19,27,220,3,0,47,188,2,408,0,0,24,15,7,1,1,6,45,1923.72727272727,17.0909090909091,29,183.727272727273,1.45454545454545,1,36.5454545454545,148.272727272727,1.45454545454545,332,0.272727272727273,1.27272727272727,17.9090909090909,14.2727272727273,5.45454545454545,0.727272727272727,1.18181818181818,5.81818181818182,47.3636363636364,3,4,NA,NA,3.5,35,20.6666666666667
"785",2,2023,"Navy","Wagner","Home",401531432,"American Athletic","fbs","NEC","fcs",24,0,NA,"50","49",NA,1994,3,7,43,0,0,48,126,0,169,0,0,12,14,4,3,4,3,26,1994,3,7,43,0,0,48,126,0,169,0,0,12,14,4,3,4,3,26,NA,-26,-25,NA,-25.5,NA,NA
"786",3,2023,"Navy","Memphis","Away",401531428,"American Athletic","fbs","American Athletic","fbs",24,28,"46.5",NA,"47",NA,1671,11,18,163,1,0,44,245,2,408,0,0,18,13,4,0,1,4,35,1832.5,7,12.5,103,0.5,0,46,185.5,1,288.5,0,0,15,13.5,4,1.5,2.5,3.5,30.5,5.5,NA,5,NA,5.25,24,-25.5
"787",5,2023,"Navy","South Florida","Home",401531424,"American Athletic","fbs","American Athletic","fbs",30,44,"54.5","54.5","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1878,8,15,113,0.666666666666667,0,47.3333333333333,223.333333333333,1.33333333333333,336.333333333333,0.666666666666667,0.666666666666667,16.3333333333333,14.3333333333333,5.33333333333333,1,2.33333333333333,3,23.6666666666667,19.5,19.5,20,NA,19.6666666666667,24,5.25
"788",6,2023,"Navy","North Texas","Home",401531433,"American Athletic","fbs","American Athletic","fbs",27,24,"60.0","61","60.5",NA,1868,5,11,90,2,0,48,240,2,330,1,1,11,14,3,1,2,8,70,1875.5,7.25,14,107.25,1,0,47.5,227.5,1.5,334.75,0.75,0.75,15,14.25,4.75,1,2.25,4.25,35.25,-9,-10,-9.5,NA,-9.5,30,19.6666666666667
"789",7,2023,"Navy","Charlotte","Away",401531405,"American Athletic","fbs","American Athletic","fbs",14,0,"44.5","44.5","44",NA,2035,4,10,75,1,0,58,331,3,406,0,0,21,12,4,2,2,7,41,1907.4,6.6,13.2,100.8,1,0,49.6,248.2,1.8,349,0.6,0.6,16.2,13.8,4.6,1.2,2.2,4.8,36.4,-30.5,-30.5,-30,NA,-30.3333333333333,27,-9.5
"790",8,2023,"Navy","Air Force","Home",401531434,"American Athletic","fbs","Mountain West","fbs",6,17,"34.5","34","34",NA,1748,6,15,92,1,0,40,173,1,265,0,0,10,15,3,1,1,6,40,1880.83333333333,6.5,13.5,99.3333333333333,1,0,48,235.666666666667,1.66666666666667,335,0.5,0.5,15.1666666666667,14,4.33333333333333,1.16666666666667,2,5,37,-11.5,-11,-11,NA,-11.1666666666667,14,-30.3333333333333
"791",10,2023,"Navy","Temple","Away",401531392,"American Athletic","fbs","American Athletic","fbs",18,32,"46.0","46",NA,"45.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1854.42857142857,7.71428571428571,15.7142857142857,99.7142857142857,1,0.285714285714286,46.1428571428571,205.142857142857,1.42857142857143,304.857142857143,0.428571428571429,0.714285714285714,14.4285714285714,14.4285714285714,4.14285714285714,1.28571428571429,2,4.85714285714286,38.8571428571429,4,4,NA,4.5,4.16666666666667,6,-11.1666666666667
"792",11,2023,"Navy","UAB","Home",401531384,"American Athletic","fbs","American Athletic","fbs",31,6,"51.5",NA,NA,"52.5",1978,6,14,124,1,0,48,144,1,268,0,0,13,15,3,3,4,7,81,1869.875,7.5,15.5,102.75,1,0.25,46.375,197.5,1.375,300.25,0.375,0.625,14.25,14.5,4,1.5,2.25,5.125,44.125,-14.5,NA,NA,-15.5,-15,18,4.16666666666667
"793",12,2023,"Navy","East Carolina","Home",401531417,"American Athletic","fbs","American Athletic","fbs",10,0,"30.5","33.5",NA,"30.5",1995,7,10,94,1,1,47,269,2,363,1,2,16,12,6,1,2,8,69,1883.77777777778,7.44444444444444,14.8888888888889,101.777777777778,1,0.333333333333333,46.4444444444444,205.444444444444,1.44444444444444,307.222222222222,0.444444444444444,0.777777777777778,14.4444444444444,14.2222222222222,4.22222222222222,1.44444444444444,2.22222222222222,5.44444444444444,46.8888888888889,-20.5,-23.5,NA,-20.5,-21.5,31,-15
"794",13,2023,"Navy","SMU","Away",401531435,"American Athletic","fbs","American Athletic","fbs",14,59,"46.0",NA,NA,NA,2044,10,11,102,0,0,50,174,1,276,2,2,13,16,6,0,0,7,35,1899.8,7.7,14.5,101.8,0.9,0.3,46.8,202.3,1.4,304.1,0.6,0.9,14.3,14.4,4.4,1.3,2,5.6,45.7,27,NA,NA,NA,27,10,-21.5
"795",15,2023,"Navy","Army","Away",401520445,"American Athletic","fbs","FBS Independents","fbs",11,17,"28.0","28",NA,"28.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1902,7.81818181818182,15.4545454545455,99,0.818181818181818,0.363636363636364,46.6363636363636,200.454545454545,1.45454545454545,299.454545454545,0.545454545454545,0.909090909090909,14.2727272727273,14.4545454545455,4.18181818181818,1.36363636363636,2.09090909090909,5.72727272727273,47.9090909090909,0,0,NA,-0.5,-0.166666666666667,14,27
"796",2,2023,"Nebraska","Colorado","Away",401520188,"Big Ten","fbs","Pac-12","fbs",14,36,"56.5","57","56.5",NA,1758,11,19,114,1,3,37,181,0,295,1,4,18,11,5,0,0,7,55,1758,11,19,114,1,3,37,181,0,295,1,4,18,11,5,0,0,7,55,-6.5,-7,-6.5,NA,-6.66666666666667,NA,NA
"797",3,2023,"Nebraska","Northern Illinois","Home",401520237,"Big Ten","fbs","Mid-American","fbs",35,11,"43.0",NA,"42.5",NA,1781,11,22,119,1,1,41,222,1,341,3,4,15,13,4,0,2,6,40,1769.5,11,20.5,116.5,1,2,39,201.5,0.5,318,2,4,16.5,12,4.5,0,1,6.5,47.5,3,NA,3.5,NA,3.25,14,-6.66666666666667
"798",4,2023,"Nebraska","Louisiana Tech","Home",401520263,"Big Ten","fbs","Conference USA","fbs",28,14,"45.0","46.5","44.5",NA,2177,14,24,158,2,0,44,224,3,382,1,1,23,14,8,0,0,5,70,1905.33333333333,12,21.6666666666667,130.333333333333,1.33333333333333,1.33333333333333,40.6666666666667,209,1.33333333333333,339.333333333333,1.66666666666667,3,18.6666666666667,12.6666666666667,5.66666666666667,0,0.666666666666667,6,55,-3,-4.5,-2.5,NA,-3.33333333333333,35,3.25
"799",5,2023,"Nebraska","Michigan","Home",401520286,"Big Ten","fbs","Big Ten","fbs",7,45,"40.0","39","39.5",NA,1918,8,18,107,1,0,48,312,3,419,0,0,20,11,3,2,2,6,55,1908.5,11,20.75,124.5,1.25,1,42.5,234.75,1.75,359.25,1.25,2.25,19,12.25,5,0.5,1,6,55,12,13,12.5,NA,12.5,28,-3.33333333333333
"800",6,2023,"Nebraska","Illinois","Away",401520301,"Big Ten","fbs","Big Ten","fbs",20,7,"41.5","43","42",NA,1319,14,25,199,0,1,21,106,1,305,0,1,10,10,3,1,3,4,30,1790.6,11.6,21.6,139.4,1,1,38.2,209,1.6,348.4,1,2,17.2,11.8,4.6,0.6,1.4,5.6,50,-14.5,-16,-15,NA,-15.1666666666667,7,12.5
"801",8,2023,"Nebraska","Northwestern","Home",401520342,"Big Ten","fbs","Big Ten","fbs",17,9,"40.0","40","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1865,11.6666666666667,22,141.833333333333,0.833333333333333,1,40,200.5,1.66666666666667,342.333333333333,1.16666666666667,2.16666666666667,17.3333333333333,12.3333333333333,4.66666666666667,0.666666666666667,1.33333333333333,6.33333333333333,53.3333333333333,-14,-14,-14,NA,-14,20,-15.1666666666667
"802",9,2023,"Nebraska","Purdue","Home",401520355,"Big Ten","fbs","Big Ten","fbs",31,14,"39.5","39.5","39.5",NA,1748,8,17,85,1,2,39,163,1,248,0,2,14,12,4,0,0,3,30,1848.28571428571,11.1428571428571,21.2857142857143,133.714285714286,0.857142857142857,1.14285714285714,39.8571428571429,195.142857142857,1.57142857142857,328.857142857143,1,2.14285714285714,16.8571428571429,12.2857142857143,4.57142857142857,0.571428571428571,1.14285714285714,5.85714285714286,50,5.5,5.5,5.5,NA,5.5,17,-14
"803",10,2023,"Nebraska","Michigan State","Away",401520369,"Big Ten","fbs","Big Ten","fbs",17,20,"34.5","34.5",NA,"34.5",1981,6,11,122,2,0,48,155,1,277,4,4,14,14,7,0,1,6,49,1864.875,10.5,20,132.25,1,1,40.875,190.125,1.5,322.375,1.375,2.375,16.5,12.5,4.875,0.5,1.125,5.875,49.875,2.5,2.5,NA,2.5,2.5,31,5.5
"804",11,2023,"Nebraska","Maryland","Home",401520392,"Big Ten","fbs","Big Ten","fbs",10,13,"42.5",NA,NA,"41.5",1891,12,28,129,0,2,41,148,2,277,1,3,19,15,5,1,1,0,0,1867.77777777778,10.6666666666667,20.8888888888889,131.888888888889,0.888888888888889,1.11111111111111,40.8888888888889,185.444444444444,1.55555555555556,317.333333333333,1.33333333333333,2.44444444444444,16.7777777777778,12.7777777777778,4.88888888888889,0.555555555555556,1.11111111111111,5.22222222222222,44.3333333333333,-19.5,NA,NA,-18.5,-19,17,2.5
"805",12,2023,"Nebraska","Wisconsin","Away",401520422,"Big Ten","fbs","Big Ten","fbs",17,24,"36.5","37",NA,"36.5",1861,10,21,86,0,4,40,183,1,269,1,5,17,9,2,2,3,1,15,1867.1,10.6,20.9,127.3,0.8,1.4,40.8,185.2,1.5,312.5,1.3,2.7,16.8,12.4,4.6,0.7,1.3,4.8,41.4,4.5,4,NA,4.5,4.33333333333333,10,-19
"806",13,2023,"Nebraska","Iowa","Home",401520425,"Big Ten","fbs","Big Ten","fbs",10,13,"26.0",NA,NA,"25.5",1880,15,24,169,1,1,40,195,1,364,0,1,19,13,5,1,3,7,54,1868.27272727273,11,21.1818181818182,131.090909090909,0.818181818181818,1.36363636363636,40.7272727272727,186.090909090909,1.45454545454545,317.181818181818,1.18181818181818,2.54545454545455,17,12.4545454545455,4.63636363636364,0.727272727272727,1.45454545454545,5,42.5454545454545,-3,NA,NA,-2.5,-2.75,17,4.33333333333333
"807",2,2023,"Nevada","Idaho","Home",401532576,"Mountain West","fbs","Big Sky","fcs",6,33,NA,"52","51",NA,2159,22,34,311,1,0,38,49,1,360,1,1,12,19,5,2,4,4,49,2159,22,34,311,1,0,38,49,1,360,1,1,12,19,5,2,4,4,49,NA,-13,-12,NA,-12.5,NA,NA
"808",3,2023,"Nevada","Kansas","Home",401525837,"Mountain West","fbs","Big 12","fbs",24,31,"58.0",NA,"58",NA,1562,20,38,148,0,2,25,118,0,266,1,3,14,16,5,1,3,3,15,1860.5,21,36,229.5,0.5,1,31.5,83.5,0.5,313,1,2,13,17.5,5,1.5,3.5,3.5,32,-3,NA,-3,NA,-3,6,-12.5
